173,20.42.65.84,192.168.29.227,443,63394,Jan 20\, 2025 19:27:40.323195000 IST
174,192.168.29.227,20.42.65.84,63394,443,Jan 20\, 2025 19:27:40.323373000 IST
175,20.42.65.84,192.168.29.227,443,63394,Jan 20\, 2025 19:27:40.433755000 IST
176,192.168.29.227,20.42.65.84,63394,443,Jan 20\, 2025 19:27:40.434259000 IST
177,107.22.28.121,192.168.29.227,443,59587,Jan 20\, 2025 19:27:40.477161000 IST
178,192.168.29.227,107.22.28.121,59587,443,Jan 20\, 2025 19:27:40.477381000 IST
179,,,,,Jan 20\, 2025 19:27:40.523946000 IST
180,,,,,Jan 20\, 2025 19:27:40.579518000 IST
181,44.215.82.114,192.168.29.227,443,59586,Jan 20\, 2025 19:27:40.579521000 IST
182,44.215.82.114,192.168.29.227,443,59586,Jan 20\, 2025 19:27:40.579524000 IST
183,192.168.29.227,44.215.82.114,59586,443,Jan 20\, 2025 19:27:40.579771000 IST
184,192.168.29.227,44.215.82.114,59586,443,Jan 20\, 2025 19:27:40.579804000 IST
185,,,,,Jan 20\, 2025 19:27:40.755093000 IST
186,,,,,Jan 20\, 2025 19:27:40.755242000 IST
187,,,,,Jan 20\, 2025 19:27:40.783795000 IST
188,192.168.29.227,13.232.68.211,59466,27017,Jan 20\, 2025 19:27:40.805304000 IST
189,,,,,Jan 20\, 2025 19:27:40.838007000 IST
190,107.22.28.121,192.168.29.227,443,59587,Jan 20\, 2025 19:27:40.886103000 IST
191,192.168.29.227,107.22.28.121,59587,443,Jan 20\, 2025 19:27:40.886377000 IST
192,13.232.68.211,192.168.29.227,27017,59466,Jan 20\, 2025 19:27:40.956436000 IST
193,192.168.29.227,13.232.68.211,59466,27017,Jan 20\, 2025 19:27:40.956587000 IST
194,,,,,Jan 20\, 2025 19:27:40.967408000 IST
195,,,,,Jan 20\, 2025 19:27:41.001544000 IST
196,,,,,Jan 20\, 2025 19:27:41.013812000 IST
197,,,,,Jan 20\, 2025 19:27:41.013815000 IST
198,,,,,Jan 20\, 2025 19:27:41.014350000 IST
199,,,,,Jan 20\, 2025 19:27:41.040498000 IST
200,,,,,Jan 20\, 2025 19:27:41.048177000 IST
201,13.233.239.221,192.168.29.227,27017,59460,Jan 20\, 2025 19:27:41.122732000 IST
202,192.168.29.227,13.233.239.221,59460,27017,Jan 20\, 2025 19:27:41.122953000 IST
203,,,,,Jan 20\, 2025 19:27:41.241002000 IST
204,,,,,Jan 20\, 2025 19:27:41.295999000 IST
205,192.168.29.227,162.247.243.29,59591,443,Jan 20\, 2025 19:27:41.496604000 IST
206,192.168.29.227,162.247.243.29,59592,443,Jan 20\, 2025 19:27:41.497009000 IST
207,162.247.243.29,192.168.29.227,443,59592,Jan 20\, 2025 19:27:41.508932000 IST
208,192.168.29.227,162.247.243.29,59592,443,Jan 20\, 2025 19:27:41.509181000 IST
209,192.168.29.227,162.247.243.29,59592,443,Jan 20\, 2025 19:27:41.510075000 IST
